n,clave,huella,empresa,fuente,token,id_externo,titulo,ubicacion,url,publicada,descubierta,cerrada,prefiltro,motivo,tipo_rol,puntaje,desglose,banderas,estado,notificada
1168,greenhouse:gitlab:8396674002,gitlab:managersolutionsarchitectssanfrancisco,GitLab,greenhouse,gitlab,8396674002,"Manager, Solutions Architects - San Francisco","Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8396674002,2026-03-06T14:25:31-05:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1169,greenhouse:gitlab:8641849002,gitlab:managersolutionsarchitectureeast,GitLab,greenhouse,gitlab,8641849002,"Manager, Solutions Architecture - East","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8641849002,2026-08-03T10:08:14-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1170,greenhouse:gitlab:8707385002,gitlab:managersupportengineeringusgovernment,GitLab,greenhouse,gitlab,8707385002,"Manager, Support Engineering, US Government","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8707385002,2026-08-18T15:10:52-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1171,greenhouse:gitlab:8710061002,gitlab:migrationengineergitlabdedicated,GitLab,greenhouse,gitlab,8710061002,Migration Engineer - GitLab Dedicated,"Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8710061002,2026-08-19T15:47:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1172,greenhouse:gitlab:8781246002,gitlab:newbusinessaccountexecutivenetherlands,GitLab,greenhouse,gitlab,8781246002,New Business Account Executive - Netherlands,"Remote, Netherlands",https://job-boards.greenhouse.io/gitlab/jobs/8781246002,2026-09-04T02:18:59-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1173,greenhouse:gitlab:8786095002,gitlab:principalengineerduoagentplatform,GitLab,greenhouse,gitlab,8786095002,"Principal Engineer, Duo Agent Platform","Remote, Canada; Remote, Poland; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8786095002,2026-09-11T12:07:40-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1174,greenhouse:gitlab:8564957002,gitlab:principalproductmanageraicustommodels,GitLab,greenhouse,gitlab,8564957002,"Principal Product Manager, AI Custom Models","Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8564957002,2026-05-27T14:51:21-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1175,greenhouse:gitlab:8658878002,gitlab:principalproductmanageraisoftwarefactory,GitLab,greenhouse,gitlab,8658878002,"Principal Product Manager, AI Software Factory","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8658878002,2026-08-03T13:47:46-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1176,greenhouse:gitlab:8697215002,gitlab:principalprogrammanagergotomarket,GitLab,greenhouse,gitlab,8697215002,"Principal Program Manager, Go-To-Market","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8697215002,2026-08-11T17:49:44-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1177,greenhouse:gitlab:8770689002,gitlab:principalsecurityawarenesshumanriskengineer,GitLab,greenhouse,gitlab,8770689002,Principal Security Awareness & Human Risk Engineer,"Remote, Canada; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8770689002,2026-09-02T16:02:27-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1178,greenhouse:gitlab:8731718002,gitlab:principalsecurityresearcher,GitLab,greenhouse,gitlab,8731718002,Principal Security Researcher,"Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8731718002,2026-09-05T13:47:29-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1179,greenhouse:gitlab:8693068002,gitlab:principaltechnicalprogrammanager,GitLab,greenhouse,gitlab,8693068002,Principal Technical Program Manager,"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8693068002,2026-08-25T17:56:15-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1180,greenhouse:gitlab:8784056002,gitlab:principaltechnicalprogrammanager,GitLab,greenhouse,gitlab,8784056002,Principal Technical Program Manager,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8784056002,2026-09-08T07:21:57-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1181,greenhouse:gitlab:8789857002,gitlab:professionalservicestechnicalarchitect,GitLab,greenhouse,gitlab,8789857002,Professional Services - Technical Architect,"Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8789857002,2026-09-12T05:41:58-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1182,greenhouse:gitlab:8814596002,gitlab:publicsectorenablementlead,GitLab,greenhouse,gitlab,8814596002,Public Sector Enablement Lead,"Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8814596002,2026-09-17T14:40:53-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1183,greenhouse:gitlab:8660935002,gitlab:publicsectorstrategicaccountexecutivecanada,GitLab,greenhouse,gitlab,8660935002,Public Sector Strategic Account Executive - Canada,"Remote, Canada",https://job-boards.greenhouse.io/gitlab/jobs/8660935002,2026-08-06T13:21:50-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1184,greenhouse:gitlab:8737840002,gitlab:publicsectorstrategicaccountexecutivedow,GitLab,greenhouse,gitlab,8737840002,"Public Sector Strategic Account Executive, DoW","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8737840002,2026-09-10T09:26:22-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1185,greenhouse:gitlab:8737852002,gitlab:publicsectorstrategicaccountexecutivefederalcivilian,GitLab,greenhouse,gitlab,8737852002,"Public Sector Strategic Account Executive, Federal Civilian","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8737852002,2026-09-10T17:50:06-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1186,greenhouse:gitlab:8649994002,gitlab:publicsectorstrategicaccountexecutivesledmountainplains,GitLab,greenhouse,gitlab,8649994002,"Public Sector Strategic Account Executive, SLED - Mountain Plains","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8649994002,2026-08-07T15:26:49-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1187,greenhouse:gitlab:8565469002,gitlab:senioraiengineer,GitLab,greenhouse,gitlab,8565469002,Senior AI Engineer,"Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8565469002,2026-05-29T07:49:29-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1188,greenhouse:gitlab:8679047002,gitlab:senioranalystsalesstrategy,GitLab,greenhouse,gitlab,8679047002,"Senior Analyst, Sales Strategy","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8679047002,2026-08-05T18:47:44-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1189,greenhouse:gitlab:8709925002,gitlab:seniorassignedsupportengineeramer,GitLab,greenhouse,gitlab,8709925002,Senior Assigned Support Engineer (AMER),"Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8709925002,2026-08-20T13:31:45-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1190,greenhouse:gitlab:8645825002,gitlab:seniorassignedsupportengineeremea,GitLab,greenhouse,gitlab,8645825002,Senior Assigned Support Engineer (EMEA),"Remote, Poland; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8645825002,2026-07-23T17:05:22-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1191,greenhouse:gitlab:8701290002,gitlab:seniorassignedsupportengineeremea,GitLab,greenhouse,gitlab,8701290002,Senior Assigned Support Engineer (EMEA),"Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8701290002,2026-08-20T13:51:05-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1192,greenhouse:gitlab:8621733002,gitlab:seniorbackendengineeraiengineeringchat,GitLab,greenhouse,gitlab,8621733002,"Senior Backend Engineer, AI Engineering: Chat","Remote, Canada; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8621733002,2026-07-20T18:41:32-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1193,greenhouse:gitlab:8715968002,gitlab:seniorbackendengineeramer,GitLab,greenhouse,gitlab,8715968002,"Senior Backend Engineer, AMER","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8715968002,2026-08-14T14:16:33-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1194,greenhouse:gitlab:8451512002,gitlab:seniorbackendengineeranalyticsinstrumentationgolang,GitLab,greenhouse,gitlab,8451512002,"Senior Backend Engineer, Analytics Instrumentation (Golang)","Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8451512002,2026-03-12T11:15:05-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1195,greenhouse:gitlab:8646556002,gitlab:seniorbackendengineerarchitectureengineeringnonlinearproductivity,GitLab,greenhouse,gitlab,8646556002,"Senior Backend Engineer, Architecture Engineering: Nonlinear Productivity","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8646556002,2026-08-05T20:22:22-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1196,greenhouse:gitlab:8778943002,gitlab:seniorbackendengineerdatabaseexcellenceruby,GitLab,greenhouse,gitlab,8778943002,"Senior Backend Engineer, Database Excellence (Ruby)","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8778943002,2026-09-09T10:02:26-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1197,greenhouse:gitlab:8636713002,gitlab:seniorbackendengineerdeploymentenvironments,GitLab,greenhouse,gitlab,8636713002,"Senior Backend Engineer, Deployment Environments","Remote, Canada; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8636713002,2026-07-21T06:55:36-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1198,greenhouse:gitlab:8729451002,gitlab:seniorbackendengineergotenantscalegitaly,GitLab,greenhouse,gitlab,8729451002,"Senior Backend Engineer (Go), Tenant Scale: Gitaly","Remote, Canada; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8729451002,2026-08-20T11:45:55-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1199,greenhouse:gitlab:8749951002,gitlab:seniorbackendengineergotenantscalegitaly,GitLab,greenhouse,gitlab,8749951002,"Senior Backend Engineer (Go), Tenant Scale: Gitaly","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8749951002,2026-08-26T07:09:14-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1200,greenhouse:gitlab:8750842002,gitlab:seniorbackendengineerplatformenablement,GitLab,greenhouse,gitlab,8750842002,"Senior Backend Engineer, Platform Enablement","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8750842002,2026-09-18T13:32:42-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1201,greenhouse:gitlab:8615312002,gitlab:seniorbackendengineerplatformintegrationsmonetization,GitLab,greenhouse,gitlab,8615312002,Senior Backend Engineer - Platform Integrations (Monetization),"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8615312002,2026-09-01T03:30:47-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1202,greenhouse:gitlab:8644572002,gitlab:seniorbackendengineerplatformreadiness,GitLab,greenhouse,gitlab,8644572002,"Senior Backend Engineer, Platform Readiness","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8644572002,2026-08-03T11:54:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1203,greenhouse:gitlab:8749946002,gitlab:seniorbackendengineerpoland,GitLab,greenhouse,gitlab,8749946002,"Senior Backend Engineer, Poland","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8749946002,2026-08-26T07:06:42-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1204,greenhouse:gitlab:8704363002,gitlab:seniorbackendengineerpythonagentdeveloperflowcomponents,GitLab,greenhouse,gitlab,8704363002,"Senior Backend Engineer (Python), Agent Developer: Flow Components","Remote, Canada",https://job-boards.greenhouse.io/gitlab/jobs/8704363002,2026-08-19T09:38:27-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1205,greenhouse:gitlab:8759577002,gitlab:seniorbackendengineerrubyaicatalogexternalagents,GitLab,greenhouse,gitlab,8759577002,"Senior Backend Engineer (Ruby), AI Catalog: External Agents","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8759577002,2026-08-31T04:35:31-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1206,greenhouse:gitlab:8621620002,gitlab:seniorbackendengineerrubyaiengineeringaicoding,GitLab,greenhouse,gitlab,8621620002,"Senior Backend Engineer (Ruby), AI Engineering: AI Coding","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8621620002,2026-07-13T15:26:35-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1207,greenhouse:gitlab:8749950002,gitlab:seniorbackendengineerrubyplanspecdrivendevelopment,GitLab,greenhouse,gitlab,8749950002,"Senior Backend Engineer (Ruby), Plan: Spec-Driven Development","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8749950002,2026-08-26T07:08:19-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1208,greenhouse:gitlab:8682860002,gitlab:seniorbackendengineerrubyplanspecdrivendevelopment,GitLab,greenhouse,gitlab,8682860002,"Senior Backend Engineer (Ruby), Plan: Spec-Driven Development","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8682860002,2026-08-12T04:18:04-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1209,greenhouse:gitlab:8760233002,gitlab:seniorbackendengineertrustedagenticdevelopment,GitLab,greenhouse,gitlab,8760233002,"Senior Backend Engineer, Trusted Agentic Development","Remote, Poland",https://job-boards.greenhouse.io/gitlab/jobs/8760233002,2026-09-08T15:16:51-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1210,greenhouse:gitlab:8716138002,gitlab:seniorbackendengineeruk,GitLab,greenhouse,gitlab,8716138002,"Senior Backend Engineer, UK","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8716138002,2026-08-14T14:16:35-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1211,greenhouse:gitlab:8641816002,gitlab:seniorbenefitsanalyst,GitLab,greenhouse,gitlab,8641816002,Senior Benefits Analyst,"Remote Ireland; Remote, Poland; Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8641816002,2026-07-23T13:52:01-04:00,2026-09-21T16:33:41-05:00,2026-09-22,no,titulo fuera de perfil,desarrollo,,,,nueva,
1212,greenhouse:gitlab:8638001002,gitlab:seniorcommercialaccountexecutivemena,GitLab,greenhouse,gitlab,8638001002,Senior Commercial Account Executive - MENA,"Remote, KSA",https://job-boards.greenhouse.io/gitlab/jobs/8638001002,2026-07-22T05:45:46-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1213,greenhouse:gitlab:8500014002,gitlab:seniorcommerciallegalcounselapac,GitLab,greenhouse,gitlab,8500014002,"Senior Commercial Legal Counsel, APAC","Remote, Japan; Remote, Philippines; Remote, Singapore",https://job-boards.greenhouse.io/gitlab/jobs/8500014002,2026-04-28T19:56:55-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1214,greenhouse:gitlab:8648304002,gitlab:seniorcustomersuccessarchitectsingapore,GitLab,greenhouse,gitlab,8648304002,Senior Customer Success Architect - Singapore,"Remote, Singapore",https://job-boards.greenhouse.io/gitlab/jobs/8648304002,2026-07-31T02:32:33-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1215,greenhouse:gitlab:8808549002,gitlab:seniorcustomersuccessengineerjapan,GitLab,greenhouse,gitlab,8808549002,"Senior Customer Success Engineer, Japan","Remote, Japan",https://job-boards.greenhouse.io/gitlab/jobs/8808549002,2026-09-15T23:23:18-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1216,greenhouse:gitlab:8616005002,gitlab:seniorcustomersuccessmanagerpublicsector,GitLab,greenhouse,gitlab,8616005002,Senior Customer Success Manager- Public Sector,"Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8616005002,2026-07-07T16:23:44-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1217,greenhouse:gitlab:8604996002,gitlab:seniorcustomersuccessoperationsmanager,GitLab,greenhouse,gitlab,8604996002,Senior Customer Success Operations Manager,"Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8604996002,2026-06-25T12:29:11-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1218,greenhouse:gitlab:8686820002,gitlab:seniordirectorrevenueanalytics,GitLab,greenhouse,gitlab,8686820002,"Senior Director, Revenue Analytics","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8686820002,2026-08-06T10:27:52-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1219,greenhouse:gitlab:8802261002,gitlab:seniordistributionengineergitlabbuild,GitLab,greenhouse,gitlab,8802261002,"Senior Distribution Engineer, Gitlab: Build","Remote, Canada",https://job-boards.greenhouse.io/gitlab/jobs/8802261002,2026-09-15T12:29:41-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1220,greenhouse:gitlab:8808524002,gitlab:seniorecosystemsalesmanageresmasean,GitLab,greenhouse,gitlab,8808524002,Senior Ecosystem Sales Manager (ESM)- ASEAN,"Remote, Singapore",https://job-boards.greenhouse.io/gitlab/jobs/8808524002,2026-09-14T23:32:24-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1221,greenhouse:gitlab:8640173002,gitlab:seniorecosystemsalesmanagerjapan,GitLab,greenhouse,gitlab,8640173002,"Senior Ecosystem Sales Manager, Japan","Remote, Japan",https://job-boards.greenhouse.io/gitlab/jobs/8640173002,2026-07-28T23:23:43-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1222,greenhouse:gitlab:8725981002,gitlab:seniorengagementmanagergermany,GitLab,greenhouse,gitlab,8725981002,Senior Engagement Manager - Germany,"Remote, Germany",https://job-boards.greenhouse.io/gitlab/jobs/8725981002,2026-08-19T04:50:48-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1223,greenhouse:gitlab:8755524002,gitlab:seniorengineeringmanagercontinuousdeployment,GitLab,greenhouse,gitlab,8755524002,Senior Engineering Manager - Continuous Deployment,"Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8755524002,2026-09-15T02:59:05-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1224,greenhouse:gitlab:8790705002,gitlab:seniorexecutivebusinesspartnercfo,GitLab,greenhouse,gitlab,8790705002,"Senior Executive Business Partner, CFO","Remote; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8790705002,2026-09-13T13:51:24-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1225,greenhouse:gitlab:8731564002,gitlab:seniorfpaanalystcloudhosting,GitLab,greenhouse,gitlab,8731564002,"Senior FP&A Analyst, Cloud Hosting","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8731564002,2026-08-25T11:00:31-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1226,greenhouse:gitlab:8636539002,gitlab:seniorfrontendengineervuecreaterepositorymanagement,GitLab,greenhouse,gitlab,8636539002,"Senior Frontend Engineer (Vue), Create:  Repository Management","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8636539002,2026-08-13T15:35:23-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1227,greenhouse:gitlab:8697493002,gitlab:seniorfullstackengineermarketing,GitLab,greenhouse,gitlab,8697493002,"Senior Fullstack Engineer, Marketing","Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8697493002,2026-08-11T18:50:24-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1228,greenhouse:gitlab:8632005002,gitlab:seniorhyperscaleroperationsmanager,GitLab,greenhouse,gitlab,8632005002,Senior Hyperscaler Operations Manager,"Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8632005002,2026-07-14T18:12:11-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1229,greenhouse:gitlab:8642850002,gitlab:seniormanagerinternalauditauditautomationtechnologyrisk,GitLab,greenhouse,gitlab,8642850002,"Senior Manager, Internal Audit - Audit Automation & Technology Risk","Bangalore, India",https://job-boards.greenhouse.io/gitlab/jobs/8642850002,2026-07-24T12:38:17-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1230,greenhouse:gitlab:8722934002,gitlab:seniormanagerproductsecurityengineeringsecurityposturesupplychain,GitLab,greenhouse,gitlab,8722934002,"Senior Manager, Product Security Engineering (Security Posture & Supply Chain)","Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8722934002,2026-08-20T18:11:09-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1231,greenhouse:gitlab:8820804002,gitlab:seniormanagerpublicsectorrenewals,GitLab,greenhouse,gitlab,8820804002,"Senior Manager, Public Sector Renewals","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8820804002,2026-09-21T14:49:00-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1232,greenhouse:gitlab:8627798002,gitlab:seniornamedaccountexecutivedach,GitLab,greenhouse,gitlab,8627798002,Senior Named Account Executive - DACH,"Remote, Germany",https://job-boards.greenhouse.io/gitlab/jobs/8627798002,2026-07-13T10:42:12-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1233,greenhouse:gitlab:8771527002,gitlab:seniorplatformengineergitlaborbit,GitLab,greenhouse,gitlab,8771527002,"Senior Platform Engineer, GitLab Orbit","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8771527002,2026-09-14T14:18:38-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1234,greenhouse:gitlab:8684348002,gitlab:seniorproductmanagergrowth,GitLab,greenhouse,gitlab,8684348002,"Senior Product Manager, Growth","Remote, Canada; Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8684348002,2026-08-06T15:04:04-04:00,2026-09-21T16:33:41-05:00,2026-09-23,no,titulo fuera de perfil,desarrollo,,,,nueva,
1235,greenhouse:gitlab:8697043002,gitlab:seniorproductmanagersecretdetectionandvulnerabilityresearch,GitLab,greenhouse,gitlab,8697043002,"Senior Product Manager, Secret Detection and Vulnerability Research","Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8697043002,2026-08-17T16:39:41-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1236,greenhouse:gitlab:8597805002,gitlab:seniorproductmanagersourcecode,GitLab,greenhouse,gitlab,8597805002,"Senior Product Manager, Source Code","Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8597805002,2026-07-07T16:49:09-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1237,greenhouse:gitlab:8512220002,gitlab:seniorproductmanagertenantscale,GitLab,greenhouse,gitlab,8512220002,"Senior Product Manager, Tenant Scale","Remote, Canada; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8512220002,2026-04-29T13:26:12-04:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1238,greenhouse:gitlab:8746461002,gitlab:seniorprofessionalservicesengineerpubsecdcmetro,GitLab,greenhouse,gitlab,8746461002,Senior Professional Services Engineer- PubSec - DC Metro,"Remote, United States",https://job-boards.greenhouse.io/gitlab/jobs/8746461002,2026-09-02T14:53:10-04:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
